NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
34597|05|Antioquia|05360|Itagüí|2599|Fabricación de otros productos elaborados de metal n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-baja||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Materiales de construcción|Acabados para la construcción|7610900000|Las demás construcciones y partes de construcciones de la partida 76.10, con excepción de las construcciones prefabricadas de la partida 94.06; chapas, barras, perfiles, tubos y similares de aluminio, preparados para la construccion.|05|Antioquia|Si|0,0|373369,898||-100,0|No Constante|Metalmecánica y Otras Industrias
34617|63|Quindío|63001|Armenia|4754|Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|96029196000,0|79211926000,0|Mediana|No|No es sucursal de sociedad extranjera|45,50034223134839|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403500000|Muebles de madera del tipo de los utilizados en dormitorios.|63|Quindío|Si|14133,0|2879,294|5264,178084791437||No Constante|Metalmecánica y Otras Industrias
34623|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Materiales de construcción|Acabados para la construcción|6907900000|Las demás placas y losas, de cerámica para pavimentacion o revestimiento, sin barnizar ni esmaltar, incluso con soporte.|54|Norte de Santander|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34630|17|Caldas|17001|Manizales|6202|Actividades de consultoría informática y actividades de administración de instalaciones informáticas|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|3213825929,0|3426509693,0|Pequeña|No|No es sucursal de sociedad extranjera|19,742642026009584|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|17|Caldas|Si|0,0|22659,4|-100,0|-100,0|No Constante|Industrias 4.0
34661|5|Antioquia|5001|Medellín|8691|Actividades de apoyo diagnóstico|Industrias 4.0|Otros servicios intensivos en conocimiento|85584489624,0|81116939204,00002|Grande|No|No es sucursal de sociedad extranjera|26,19301848049281|No Mineras|Industrias 4.0|Servicios de salud|Servicios de salud|Servicios de salud|Servicios de salud|05|Antioquia|Si|0,0|201479,628|-100,0|-100,0|No Constante|Industrias 4.0
34663|66|Risaralda|66170|Dosquebradas|2815|Fabricación de hornos, hogares y quemadores industriales|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|2570570621,0|1151366599,0|Pequeña|No|No es sucursal de sociedad extranjera|7,258042436687201|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8416900000|Partes de quemadores para la alimentación de hogares de la partida 84.16.|66|Risaralda|Si|72921,11|48937,864|-2,8753234887100243||Pymex|Metalmecánica y Otras Industrias
34680|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
34687|25|Cundinamarca|25817|Tocancipá|1521|Fabricación de calzado de cuero y piel, con cualquier tipo de suela|Sistema Moda|Bienes tecnología baja|262895817,0|215425764,0|Micro|No|No es sucursal de sociedad extranjera|7,304585900068446|No Mineras|Sistema Moda|Calzado|Calzado|6403590000|Los demás calzados con suela de cuero natural y parte superior (corte) de cuero natural.|11|Bogotá, D.C.|Si|0,0|6869,4||-100,0|Futuros|Sistema Moda
34711|11|Bogotá, D.C.|11001|Bogotá, D.C.|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|2758170260,0|2090209000,0|Pequeña|No|No es sucursal de sociedad extranjera|8,958247775496236|No Mineras|Metalmecánica y Otras Industrias|Materiales de construcción|Acabados para la construcción|3925900000|Los demás artículos para la construcción, de plástico, no expresados ni comprendidos en otras partidas.|11|Bogotá, D.C.|Si|0,0|1381,0|-100,0||No Constante|Químicos y Ciencias de la Vida
34736|5|Antioquia|5045|Apartadó|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|115967673,0|444530707,0|Micro|No|No es sucursal de sociedad extranjera|5,103353867214237|No Mineras|Metalmecánica y Otras Industrias|Banano|Plátano|0803101000|"Plátanos ""plantains"", frescos."|08|Atlántico|Si|48600,0|23027,374||-7,552860973127229|Futuros|Agroalimentos
34748|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Conductores eléctricos|7413000000|Cables, trenzas y artículos similares de cobre, sin aislar para eléctricidad.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34751|11|Bogotá, D.C.|11001|Bogotá, D.C.|4642|Comercio al por mayor de prendas de vestir|Sistema Moda|Servicios menos intensivos en conocimiento|945158523,0|129080993,0|Micro|No|No es sucursal de sociedad extranjera|10,702258726899384|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Manufacturas de cuero|4202111000|Baules, maletas (valijas) y maletines , incluidos los de aseo,  con la superficie exterior de cuero natural, cuero regenerado o de cuero charolado.|11|Bogotá, D.C.|No|0,0|1914,0|||Futuros|Sistema Moda
34761|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703231090|Camperos (4 x 4), para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 1.500 cm3 pero inferior o igual a 3.000 cm3.|11|Bogotá, D.C.|Si|6800,0|1360,0|||Futuros|Metalmecánica y Otras Industrias
34762|66|Risaralda|66001|Pereira|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|10000000,0|50000000,0|Micro|No|No es sucursal de sociedad extranjera|0,3121149897330595|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Plástico y sus manufacturas|3921110000|Las demás placas, hojas, películas, bandas y láminas de polímeros de estireno.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
34778|11|Bogotá, D.C.|11001|Bogotá, D.C.|2029|Fabricación de otros productos químicos n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|173881944000,0|194557099000,0|Grande|No|No es sucursal de sociedad extranjera|24,955509924709105|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Otros productos de aseo|3402909900|Las demás  preparaciones tensoactivas, preparaciones para lavar y preparaciones de limpieza aunque contengan jabón excepto los de la partida 3401.|11|Bogotá, D.C.|Si|7336848,49|4795371,976|18,20548894374101|41,30309666751053|Top|Químicos y Ciencias de la Vida
34797|5|Antioquia|5001|Medellín|2219|Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|5642587000,0|7135328000,0|Pequeña|No|No es sucursal de sociedad extranjera|33,91101984941821|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Caucho y sus manufacturas|4016930000|Juntas o empaquetaduras de caucho vulcanizado sin endurecer.|05|Antioquia|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
34809|11|Bogotá, D.C.|11001|Bogotá, D.C.|4663|Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|3465454667,0|7883255597,0|Pequeña|No|No es sucursal de sociedad extranjera|11,405886379192332|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7210701000|Productos laminados planos de hierro o de acero sin alear, revestidos previamente de aleaciones de alumnio-cinc, de anchura superior o igual a 600 mm.|11|Bogotá, D.C.|Si|0,0|53567,85800000001|-100,0||No Constante|Metalmecánica y Otras Industrias
34811|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403600000|Los demás muebles de madera.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34866|5|Antioquia|5001|Medellín|1089|Elaboración de otros productos alimenticios n.c.p.|Agroalimentos|Bienes tecnología baja|188533022,0|463974461,0|Micro|No|No es sucursal de sociedad extranjera|2,7652292950034223|No Mineras|Agroalimentos|Agroindustrial|Preparaciones alimenticias diversas|2106906100|Preparaciones edulcorantes a base de estevia |05|Antioquia|No|0,0|508,056|-100,0||No Constante|Agroalimentos
34876|76|Valle del Cauca|76001|Santiago De Cali|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|1195681035,0|2206206242,0|Pequeña|No|No es sucursal de sociedad extranjera|3,663244353182752|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria agrícola|8437109000|Las demás máquinas para limpieza, clasificación o cribado de semillas, granos u hortalizas de vaina secas, excepto las de tipo rural.|76|Valle del Cauca|Si|0,0|7406,928|||No Constante|Metalmecánica y Otras Industrias
34893|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|6670000,0|54368000,0|Micro|No|No es sucursal de sociedad extranjera|13,519507186858316|No Mineras|Químicos y Ciencias de la Vida|Químico|Productos químicos orgánicos|2912110000|Metanal (formaldehído).|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
34917|76|Valle del Cauca|76130|Candelaria|2011|Fabricación de sustancias y productos químicos básicos|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|14427649000,0|14332077000,0|Mediana|No|No es sucursal de sociedad extranjera|16,588637919233403|No Mineras|Químicos y Ciencias de la Vida|Químico|Productos diversos de las industrias químicas.|3809920000|Los demás aprestos y productos de acabado del tipo de los utilizados en la industria del papel o industrias similares.|76|Valle del Cauca|Si|1221857,7|1664247,34|9,000589938502056|-20,6106062775134|Pymex|Químicos y Ciencias de la Vida
34919|11|Bogotá, D.C.|11001|Bogotá, D.C.|7110|Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Aparatos eléctricos|8537109000|Cuadros, paneles, consolas, armarios y demás soportes equipados con varios aparatos de las partidas 85.35 u 85.36, para control o distribución de electricidad, incluidos los que incorporen instrumentos o aparatos del Capítulo 90, así como los aparatos de control numérico, excepto los aparatos de conmutación de la partida 85.17, para una tensión superior a 1000 V.|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
34922|11|Bogotá, D.C.|11001|Bogotá, D.C.|1020|Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos|Agroalimentos|Bienes tecnología baja|60000000,0|0,0|Micro|No|No es sucursal de sociedad extranjera|2,841889117043121|No Mineras|Agroalimentos|Derivados del café|Derivados de café|0901212000|Café tostado, sin descafeinar, molido.|11|Bogotá, D.C.|No|0,0|4556,0|||No Constante|Agroalimentos
34930|11|Bogotá, D.C.|11001|Bogotá, D.C.|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Material Promocional|Artículos promocionales|9405600000|Anuncios, letreros y placas indicadoras, luminosos, y artículos similares, con fuente de luz inseparable.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
34961|11|Bogotá, D.C.|11001|Bogotá, D.C.|0125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|55455516000,0|46879573000,0|Mediana|No|No es sucursal de sociedad extranjera|18,05886379192334|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603141000|Pompones frescos, cortados para ramos o adornos.|05|Antioquia|No|6024186,29|5323678,264|0,2469756822918389|3,780871989732626|Pymex|Agroalimentos
34989|11|Bogotá, D.C.|11001|Bogotá, D.C.|3110|Fabricación de muebles|Metalmecánica y Otras Industrias|Bienes tecnología baja|2720178000,0|1943401000,0|Pequeña|No|No es sucursal de sociedad extranjera|9,930184804928132|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403100000|Muebles de metal del tipo de los utilizados en las oficinas.|11|Bogotá, D.C.|Si|7063,410000000001|112281,22|-54,20584196583822|-62,39054305385907|No Constante|Metalmecánica y Otras Industrias
35002|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Industrias 4.0|Comunicación gráfica y editorial (bienes)|Comunicación gráfica y editorial (bienes)|4901999000|Los demás libros, folletos e impresos similares.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Industrias 4.0
35009|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|Si|0,0|10,0||-100,0|Futuros|Agroalimentos
35028|76|Valle del Cauca|76130|Candelaria|1062|Descafeinado, tostión y molienda del café|Agroalimentos|Bienes tecnología baja|1539349000,0|272143482,0|Micro|No|No es sucursal de sociedad extranjera|4,728268309377139|No Mineras|Agroalimentos|Derivados del café|Derivados de café|0901212000|Café tostado, sin descafeinar, molido.|76|Valle del Cauca|No|0,0|15467,34|-100,0|-100,0|No Constante|Agroalimentos
35051|11|Bogotá, D.C.|11001|Bogotá, D.C.|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|21621047000,0|13297334000,0|Mediana|No|No es sucursal de sociedad extranjera|35,885010266940455|No Mineras|Sistema Moda|Textiles y confecciones|Ropa formal masculina|6203110000|Trajes (ambos o ternos) de lana o de pelo fino, para hombres o niños, excepto los de punto.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Sistema Moda
35060|66|Risaralda|66001|Pereira|1061|Trilla de café|Agroalimentos|Bienes tecnología baja|26736367000,0|131869422000,0|Grande|No|No es sucursal de sociedad extranjera|11,299110198494182|No Mineras|Agroalimentos|Café|Café verde|0901119000|Los demás cafés sin tostar, sin descafeinar.|66|Risaralda|No|17258449,09|12102523,94|10,587699930236472|18,53186465374005|Top|Agroalimentos
